alpha,w,v,tau,cv_bs_loo,cv_loss,corr,average
5.0,0.09539897938812934,0.08501685322638147,0.07162389169355535,0.2533422777652777,0.6482482878265261,0.5559290960545098,0.30306862318281985
4.95,0.09620590898607438,0.08573579702231143,0.0722307336296733,0.2534023374530563,0.647936310730236,0.5559290960545098,0.30306862318281985
4.9,0.09702669749363296,0.08646708060289832,0.07284803038273123,0.2534639263803661,0.6476201140448816,0.5559290960545098,0.30306862318281985
4.8500000000000005,0.09786170557327839,0.08721102722192658,0.0734760573210304,0.25352709530360273,0.6472996169705594,0.5559290960545098,0.30306862318281985
4.800000000000001,0.09871130918937977,0.08796797144508799,0.07411509968759017,0.2535918977099201,0.6469747356718808,0.5559290960545098,0.30306862318281985
4.750000000000001,0.09957589781661771,0.0887382598485375,0.07476545305453931,0.25365838934876944,0.6466453843075424,0.5559290960545098,0.30306862318281985
4.700000000000001,0.1004558750592174,0.08952225156894522,0.07542742380147373,0.25372662834709925,0.6463114749807072,0.5559290960545098,0.30306862318281985
4.650000000000001,0.10135165930524455,0.09032031888441502,0.07610132962105062,0.25379667533151373,0.6459729176886101,0.5559290960545098,0.30306862318281985
4.600000000000001,0.1022636809643804,0.0911328480875043,0.07678750005636797,0.253868592710166,0.6456296218127286,0.5559290960545098,0.30306862318281985
4.550000000000002,0.10319239695032001,0.09196023910260179,0.07748627705589767,0.2539424481838776,0.6452814899272452,0.5559290960545098,0.30306862318281985
4.500000000000002,0.10413827092113254,0.09280290771277089,0.07819801558845088,0.2540183098562848,0.6449284269203294,0.5559290960545098,0.30306862318281985
4.450000000000002,0.10510178772508767,0.09366128526456573,0.0789230842671432,0.25409624972952344,0.6445703338508457,0.5559290960545098,0.30306862318281985
4.400000000000002,0.10608345087694643,0.09453581969211436,0.07966186602459933,0.2541763430377464,0.6442071094125759,0.5559290960545098,0.30306862318281985
4.350000000000002,0.10708378347700777,0.09542697633298704,0.08041475882639156,0.25425866842204975,0.6438386498820512,0.5559290960545098,0.30306862318281985
4.3000000000000025,0.10810332918607002,0.09633523879334205,0.08118217642824446,0.2543433081165641,0.6434648490665074,0.5559290960545098,0.30306862318281985
4.250000000000003,0.10914265326009032,0.09726110986596732,0.08196454918027368,0.25443034814657395,0.6430855982522885,0.5559290960545098,0.30306862318281985
4.200000000000003,0.1102023436488925,0.09820511250506925,0.0827623248817063,0.25451987853944136,0.6427007861539761,0.5559290960545098,0.30306862318281985
4.150000000000003,0.11128300869405819,0.09916779112419427,0.08357596969343078,0.25461199268605617,0.642310300380243,0.5559290960545098,0.30306862318281985
4.100000000000003,0.1123852921792447,0.1001497116542141,0.08440596909159423,0.25470679101502036,0.6419140213490511,0.5559290960545098,0.30306862318281985
4.050000000000003,0.1135098540404017,0.10115146427181482,0.08525282891858493,0.25480437612401974,0.6415118312564837,0.5559290960545098,0.30306862318281985
4.0000000000000036,0.11465738544558526,0.10217366361453181,0.08611707646776945,0.2549048564507886,0.6411036080476118,0.5559290960545098,0.30306862318281985
3.9500000000000037,0.11582860689262175,0.103216950366891,0.08699926165833355,0.25500834571960834,0.6406892268643714,0.5559290960545098,0.30306862318281985
3.900000000000004,0.11702426980745101,0.10428199267792479,0.08789995828587091,0.25511496325278615,0.6402685600072047,0.5559290960545098,0.30306862318281985
3.850000000000004,0.11824515825024656,0.10536948767388296,0.08881976535846295,0.2552248343038679,0.6398414769005704,0.5559290960545098,0.30306862318281985
3.8000000000000043,0.11949209073771808,0.10648016307379501,0.08975930852526896,0.25533809041424604,0.6394078440631736,0.5559290960545098,0.30306862318281985
3.7500000000000044,0.12076591872399162,0.10761477918056858,0.09071924160979905,0.25545486892076513,0.6389675265644547,0.5559290960545098,0.30306862318281985
3.7000000000000046,0.1220675424774441,0.10877412967731358,0.09170024822980033,0.2555753168417257,0.638520382111969,0.5559290960545098,0.30306862318281985
3.650000000000005,0.12339789273451877,0.10995904517266644,0.09270304357874762,0.2556995861312682,0.638066269843254,0.5559290960545098,0.30306862318281985
3.600000000000005,0.12475794673700882,0.11117039428117856,0.09372837629232891,0.2558278375872043,0.6376050444838599,0.5559290960545098,0.30306862318281985
3.550000000000005,0.1261487274044424,0.11240908615498636,0.09477703047577818,0.2559602405029822,0.6371365578103606,0.5559290960545098,0.30306862318281985
3.5000000000000053,0.12757130608853862,0.11367607292446666,0.09584982787884133,0.25609697321179625,0.6366606586719947,0.5559290960545098,0.30306862318281985
3.4500000000000055,0.12902680553372695,0.11497235232099846,0.09694763023641374,0.256238223672006,0.6361771930261382,0.5559290960545098,0.30306862318281985
3.4000000000000057,0.1305163996253312,0.11629897076283321,0.09807134179552371,0.25638418921982115,0.6356860054235085,0.5559290960545098,0.30306862318281985
3.350000000000006,0.1320413304846016,0.11765702534108104,0.09922191201264814,0.2565350807368065,0.635186933372618,0.5559290960545098,0.30306862318281985
3.300000000000006,0.13360289178755774,0.11904766866202966,0.10040033852154504,0.25669111818322304,0.6346798159476928,0.5559290960545098,0.30306862318281985
3.250000000000006,0.1352024462625297,0.1204721113416085,0.10160767028472217,0.2568525348337615,0.6341644882546853,0.5559290960545098,0.30306862318281985
3.2000000000000064,0.13684142664332505,0.12193162608036676,0.10284501103170927,0.2570195772763735,0.6336407829810952,0.5559290960545098,0.30306862318281985
3.1500000000000066,0.13852134033150426,0.12342755179138455,0.10411352297818546,0.25719250633665885,0.6331085305725237,0.5559290960545098,0.30306862318281985
3.1000000000000068,0.1402437744452737,0.12496129806985379,0.10541443086006366,0.2573715980786704,0.6325675594463462,0.5559290960545098,0.30306862318281985
3.050000000000007,0.14201039783933375,0.12653435030821608,0.10674902632185299,0.2575571439953986,0.632017697649018,0.5559290960545098,0.30306862318281985
3.000000000000007,0.1438229807743424,0.1281482738846063,0.10811867265324814,0.25774945573668645,0.6314587675867975,0.5559290960545098,0.30306862318281985
2.9500000000000073,0.1456833809168936,0.12980472147488178,0.1095248100189784,0.2579488610965721,0.6308905947042945,0.5559290960545098,0.30306862318281985
2.9000000000000075,0.147593563924361,0.13150543821773425,0.11096896108975059,0.2581557089056147,0.6303130023939295,0.5559290960545098,0.30306862318281985
2.8500000000000076,0.14955560774066395,0.13325226875768267,0.11245273722809343,0.2583703696729714,0.6297258138671796,0.5559290960545098,0.30306862318281985
2.800000000000008,0.15157171096082345,0.13504716464580502,0.11397784524675561,0.2585932372340109,0.6291288527389232,0.5559290960545098,0.30306862318281985
2.750000000000008,0.15364419854147915,0.13689219270173397,0.11554609482104786,0.25882472964840925,0.6285219450629027,0.5559290960545098,0.30306862318281985
2.700000000000008,0.15577554544911884,0.13878954278890068,0.1171594065771662,0.2590652947347761,0.6279049147431112,0.5559290960545098,0.30306862318281985
2.6500000000000083,0.15796836732523317,0.140741539134978,0.11881982107156704,0.25931540690227534,0.6272775924863803,0.5559290960545098,0.30306862318281985
2.6000000000000085,0.16022544599616745,0.14275064993392644,0.12052950858660447,0.25957557302189893,0.6266398115524967,0.5559290960545098,0.30306862318281985
2.5500000000000087,0.1625497394027406,0.14481949934665483,0.12229077998027779,0.2598463341339587,0.6259914103227958,0.5559290960545098,0.30306862318281985
2.500000000000009,0.16494439622750254,0.14695088043788487,0.12410609866642389,0.2601282682829867,0.6253322337445898,0.5559290960545098,0.30306862318281985
2.450000000000009,0.16741276858515736,0.14914776974380703,0.12597809389050585,0.2604219927177803,0.6246621363257722,0.5559290960545098,0.30306862318281985
2.4000000000000092,0.16995844364477752,0.15141334196728068,0.1279095754006382,0.2607281709727592,0.6239809788310315,0.5559290960545098,0.30306862318281985
2.3500000000000094,0.1725852429851335,0.15375098916144758,0.12990354987482744,0.26104751123853986,0.6232886383560851,0.5559290960545098,0.30306862318281985
2.3000000000000096,0.17529725815726144,0.15616433911119088,0.1319632391076086,0.2613807741421556,0.622585005758449,0.5559290960545098,0.30306862318281985
2.2500000000000098,0.1780988718459735,0.15865727729273038,0.13409210037986863,0.26172877650277226,0.6218699899809326,0.5559290960545098,0.30306862318281985
2.20000000000001,0.18099478179786083,0.16123397136739717,0.1362938492645619,0.26209239556441566,0.6211435228464618,0.5559290960545098,0.30306862318281985
2.15000000000001,0.1839900450890979,0.1638988971355273,0.13857248514920853,0.26247257838362753,0.6204055581258121,0.5559290960545098,0.30306862318281985
2.1000000000000103,0.18709009216780637,0.16665687060073514,0.14093232009881018,0.2628703427808871,0.6196560838234085,0.5559290960545098,0.30306862318281985
2.0500000000000105,0.1903007789000007,0.16951308103100982,0.14337801127548225,0.26328678806484823,0.618895122782172,0.5559290960545098,0.30306862318281985
2.0000000000000107,0.19362842679071846,0.17247312977375934,0.1459145976959829,0.263723102123826,0.6181227404352724,0.5559290960545098,0.30306862318281985
1.9500000000000108,0.19707986876407535,0.17554307414756987,0.1485475419522497,0.26418056944143864,0.617339053663174,0.5559290960545098,0.30306862318281985
1.900000000000011,0.20066251878394425,0.17872947572687203,0.15128277761827386,0.2646605848898122,0.6165442348669163,0.5559290960545098,0.30306862318281985
1.8500000000000112,0.20438441498460952,0.18203945839092062,0.15412676358892113,0.26516465956158447,0.615738529756891,0.5559290960545098,0.30306862318281985
1.8000000000000114,0.20825430576291248,0.18548077147731062,0.15708654617790524,0.2656944372679483,0.6149222649489254,0.5559290960545098,0.30306862318281985
1.7500000000000115,0.21228172617071556,0.18906186408264547,0.1601698306781052,0.26625170727408376,0.6140958649910685,0.5559290960545098,0.30306862318281985
1.7000000000000117,0.2164771071298806,0.19279196867456622,0.1633850638767697,0.26683842458075885,0.6132598651190514,0.5559290960545098,0.30306862318281985
1.650000000000012,0.22085186571797463,0.1966812008496665,0.16674152997330055,0.26745672337431314,0.6124149388372603,0.5559290960545098,0.30306862318281985
1.600000000000012,0.2254185465100592,0.20074067182976707,0.17024946206067562,0.2681089423495175,0.6115619180448817,0.5559290960545098,0.30306862318281985
1.5500000000000123,0.23019096395656147,0.20498262153572866,0.1739201727054224,0.2687976478357346,0.6107018248759906,0.5559290960545098,0.30306862318281985
1.5000000000000124,0.2351843904172879,0.2094205724424669,0.17776620730390136,0.26952566635340136,0.6098359028709192,0.5559290960545098,0.30306862318281985
1.4500000000000126,0.24041574114745906,0.2140695139880764,0.18180152560326251,0.27029611254622055,0.6089656666175585,0.5559290960545098,0.30306862318281985
1.4000000000000128,0.24590383007080696,0.21894611737055547,0.18604171710402068,0.27111243181017436,0.6080929496698086,0.5559290960545098,0.30306862318281985
1.350000000000013,0.25166965125548063,0.22406899329703545,0.1905042587057286,0.27197844410220573,0.6072199705615623,0.5559290960545098,0.30306862318281985
1.3000000000000131,0.2577367375338968,0.22945899853513135,0.19520882437190418,0.2728984015398243,0.6063494069412229,0.5559290960545098,0.30306862318281985
1.2500000000000133,0.2641315550514274,0.23513960912290746,0.20017766046540592,0.27387704648539896,0.605484498871539,0.5559290960545098,0.30306862318281985
1.2000000000000135,0.27088401646370264,0.24113737016352038,0.20543604315884573,0.27491969027354685,0.6046291662424407,0.5559290960545098,0.30306862318281985
1.1500000000000137,0.2780281058385653,0.2474824462962256,0.21101284060070985,0.2760323072363842,0.603788156962928,0.5559290960545098,0.30306862318281985
1.1000000000000139,0.2856026151966614,0.25420930437066847,0.21694121010329537,0.2772216393841625,0.6029672440309433,0.5559290960545098,0.30306862318281985
1.050000000000014,0.29365209448705354,0.2613575599174657,0.22325946971228217,0.27849533349895567,0.6021734661232427,0.5559290960545098,0.30306862318281985
1.0000000000000142,0.3022280412622047,0.2689730416179384,0.23001219907034395,0.27986210925294014,0.601415438297784,0.5559290960545098,0.30306862318281985
0.9500000000000144,0.31139037506357536,0.27710914812779275,0.23725164555735212,0.2813319588010512,0.6007037656662532,0.5559290960545098,0.30306862318281985
0.9000000000000146,0.3212093636000227,0.2858285893675431,0.24503954045480314,0.2829164068969815,0.6000515775865464,0.5559290960545098,0.30306862318281985
0.8500000000000147,0.3317681220876617,0.2952056555560566,0.2534494760169441,0.2846288406324361,0.5994752410350854,0.5559290960545098,0.30306862318281985
0.8000000000000149,0.34316586596149706,0.30532922169147136,0.2625700626615938,0.28648492305521883,0.598995335869638,0.5559290960545098,0.30306862318281985
0.7500000000000151,0.3555223216302261,0.3163067763653238,0.2725091875707724,0.2885031488776411,0.5986379798548481,0.5559290960545098,0.30306862318281985
0.7000000000000153,0.3689836659005409,0.3282699406367433,0.28339986606145723,0.2907055639872274,0.5984367004651999,0.5559290960545098,0.30306862318281985
0.6500000000000155,0.3837308368295476,0.3413821628107795,0.29540844187169646,0.2931187540675527,0.5984350931725502,0.5559290960545098,0.30306862318281985
0.6000000000000156,0.39999126912242633,0.3558497189956036,0.3087463506474166,0.2957751899218418,0.5986907258034404,0.5559290960545098,0.30306862318281985
0.5500000000000158,0.41805605642802435,0.371937839017212,0.3236874412267966,0.2987151425916993,0.5992809891339002,0.5559290960545098,0.30306862318281985
0.500000000000016,0.4383056723427495,0.3899951039100283,0.34059427724133273,0.3019894490893957,0.6003121758477697,0.5559290960545098,0.30306862318281985
0.45000000000001616,0.4612499795530489,0.41049170330164203,0.3599595342831377,0.3056636566510081,0.6019340740147165,0.5559290960545098,0.30306862318281985
0.40000000000001634,0.48759316202618985,0.43408205791253407,0.3824740083557784,0.30982448022063525,0.6043644671615468,0.5559290960545098,0.30306862318281985
0.3500000000000165,0.5183445297017746,0.46171284586698436,0.4091443203160876,0.3145903146540204,0.6079325291163503,0.5559290960545098,0.30306862318281985
0.3000000000000167,0.555020142257268,0.4948218408245043,0.44151025203400585,0.3201293832879751,0.613160896783966,0.5559290960545098,0.30306862318281985
0.2500000000000169,0.6000408545749438,0.5357356553861665,0.4820807475377014,0.32669343733994793,0.6209345729275724,0.5559290960545098,0.30306862318281985
0.20000000000001705,0.6576085541309586,0.5885586959908565,0.535310863695449,0.3346866932686327,0.6328899295286265,0.5559290960545098,0.30306862318281985
0.15000000000001723,0.7359567670729167,0.6614971107753497,0.610161218300096,0.3448274419264533,0.6524650836902002,0.5559290960545098,0.30306862318281985
0.10000000000001741,0.8546974896901869,0.7746089478391383,0.7286461301876592,0.3586149479203261,0.6885316263300384,0.5559290960545098,0.30306862318281985
