,0
0,1.079389819157644
1,0.961057317302589
2,0.8534596907667414
3,0.8535015383863365
4,0.8982068218702172
5,1.0036030493162404
6,1.0192892447530306
7,0.9055481579042323
8,1.0263096439088866
9,0.8607375994822526
10,1.0461575601253559
11,0.9541570904826471
12,0.9440239613247096
13,0.9943039429810955
14,1.0259415941545698
15,0.9001638709457565
16,0.8824166221912412
17,0.9022231430219285
18,1.1030363755312858
19,1.1637318355613366
20,0.9745564719794348
21,0.9090220063569954
22,0.9661782624748649
23,0.8298909042305235
24,0.8440659787319096
25,0.9677672450922745
26,0.9526906248950935
27,1.0197603744860877
28,1.1237904806484869
29,0.909701693369368
30,1.0628861791264954
31,0.9221905308384089
32,0.8692424640219433
33,1.0146125886011983
34,0.943533862630902
35,0.9183444410625333
36,1.0195282984604053
37,0.99702870342355
38,0.9674262732602683
39,1.118859354503393
40,0.9517763300640442
41,0.9427844379011415
42,1.2348639493729316
43,1.049647472198482
44,1.0438301726540293
45,1.027049570220377
46,1.0280168640700105
47,0.9027271144050587
48,1.002913684603619
49,0.961314521560363
50,1.051988522366754
51,1.2168608465541328
52,0.9154250252872147
53,1.1525315544476733
54,0.9301819713765943
55,1.1572810736515637
56,1.0361265568243752
57,1.009815049525119
58,1.0460356344435988
59,1.0239287661592475
60,1.1397928986310566
61,0.9761793616574295
62,1.0157765840656423
63,1.061884744115235
64,0.9605616008306151
65,0.8703707335606454
66,1.0762232363249589
67,1.0231744312356752
68,0.9070335188981578
69,0.9487875139005006
70,1.0666961634082361
71,1.2022695251547253
72,0.9055422799816948
73,1.064965029628546
74,0.9496851587330214
75,0.8931154450080286
76,1.076821631895724
77,1.1114651151561392
78,1.0794737969014416
79,1.0364060820641716
80,1.044935364591858
81,1.156065661958517
82,1.155879953392726
83,0.9748268965705011
84,0.9849211346214508
85,1.0879716074361951
86,1.065293148383681
87,1.086123089393597
88,1.088317030821332
89,1.0886620077656146
90,0.9810427045387392
91,1.0054842514065707
92,1.131465936252014
93,0.9851074124460303
94,1.0561154586371253
95,1.0135180904898782
96,1.024233216435446
97,0.8674843233064797
98,1.2778321866719704
99,0.9500281968601254
100,0.9431395615239859
101,1.000659937454425
102,1.1317918187882534
103,1.2045249646587923
104,0.9466792787612104
105,0.9685608784871355
106,0.8968575661040283
107,1.0466860998152863
108,0.9486552469427075
109,0.9540502044560887
110,0.9999059957038113
111,1.0794288059643709
112,0.9431913217685384
113,0.9898841598233294
114,0.9818192492210303
115,0.9757437757716065
116,1.0212578985209173
117,0.9394275032114419
118,1.0075516040939714
119,1.0217389066099734
120,0.8114821567883759
121,1.0410920375756327
122,0.9728632810918825
123,0.7394087123487187
124,1.0319385210780834
125,0.9412676253008306
126,0.8878662982971247
127,0.9921002539572628
128,1.0257072247078693
129,1.101672159692547
130,1.0407722012209673
131,1.0053311431336753
132,1.0318565847120909
133,0.8708703447333918
134,1.1199619234787457
135,0.980871640572512
136,1.010024611223681
137,1.066321849347789
138,0.8963317296875344
139,0.8992166921298382
140,0.9837625584393715
141,0.9806837886337614
142,1.1019411307004874
143,0.9346847154426168
144,0.9537594251847801
145,0.9740057562849798
146,1.2506313559882851
147,1.281936082120965
148,1.1423584045291257
149,0.921250401746135
150,0.8803641416545117
151,0.9901275651101713
152,0.9808382113144786
153,0.9682801155241944
154,1.2614873016832127
155,0.9673956718210505
156,1.0916283969817238
157,1.1240163438563993
158,1.114003003997677
159,1.1261993117126095
160,0.9362206623692164
161,0.9617778486676403
162,1.0859730190669525
163,0.9321656949501693
164,0.9902637937942087
165,0.9708447888665757
166,1.0233982444073881
167,1.0958277120993063
168,0.8618404247553714
169,0.948280368559727
170,1.0763294225788336
171,1.0624112144757265
172,1.0513192584686641
173,1.004032428041639
174,1.1154636110943699
175,0.9869967826078391
176,1.0515325965721933
177,0.9305684784225049
178,0.9077713751237426
179,0.8362784268047412
180,0.9116075418228479
181,1.0413054925809169
182,0.9247723301782466
183,0.9452593951464162
184,0.922887661057425
185,1.156940668905169
186,1.018924719731164
187,0.8870364925181659
188,0.893633053341515
189,0.9697859849745897
190,0.9614325035274571
191,0.9153101980621183
192,0.8555355028482641
193,1.1423578280582347
194,1.0755560713397663
195,0.9878052312319077
196,0.8405874268677781
197,0.9121824518699282
198,1.1072771069550988
199,0.9635738609719
200,1.0068391419899514
201,1.1026193635530608
202,0.8436791772010448
203,0.9178842552008935
204,1.0685132193530242
205,1.1346445166122174
206,1.0340743988838494
207,0.985729132848522
208,0.8687936306353489
209,1.096227290099959
210,1.120841392311319
211,0.9529683348491357
212,0.9424385710339495
213,0.8751316558375937
214,0.9473199262761648
215,0.9177540380141114
216,1.0207003887285353
217,1.0533284081515972
218,1.034221233739729
219,0.9992461392404155
220,1.1100599795076076
221,0.9309217360140769
222,1.0501032364926401
223,0.9315863166234761
224,1.0758547806999985
225,0.999414187573468
226,0.9335860674066909
227,1.1773301586093212
228,0.97358137902688
229,0.9544036781957431
230,1.0346657468753182
231,1.1118692705978874
232,0.8601026830300348
233,1.0839922260326826
234,1.0727684190445268
235,1.1117941957724844
236,0.8990347323466534
237,0.8114668589305862
238,0.9442115673194753
239,1.0121144957625656
240,1.0264332547475918
241,1.042746686597692
242,1.0128873881637088
243,1.0787293861660405
244,0.9246895211436968
245,1.0356886738218787
246,0.9902709908211943
247,1.1555781870099686
248,0.7603998499943949
249,1.1994472003764387
250,0.9858314730693498
251,1.0071281894885555
252,0.8441378778640121
253,1.1653222766926528
254,1.0363809795920629
255,1.1548452282397506
256,1.001931522205527
257,1.1069211164902046
258,1.197462190519769
259,0.9282698252413343
260,0.9430579679492371
261,1.0370324667590534
262,1.1705411234767997
263,0.9262384644717933
264,1.102302739877934
265,0.9731033231142908
266,1.0774148428944448
267,1.0017814100042688
268,0.8505121267196397
269,0.9545445243916012
270,0.9196991298599926
271,0.9319180466694111
272,0.9967511348771336
273,1.0348304381524487
274,0.8392853783261947
275,1.169309542899056
276,0.9064066901632218
277,1.0148100182081583
278,0.9796886688094981
279,1.0343149620322591
280,0.9515343314531192
281,0.8985664698127744
282,0.914047659667645
283,1.000065204102263
284,1.1234532115962805
285,1.1111934942003987
286,0.9175449349313716
287,0.9640896105178993
288,0.8377912128779276
289,1.004153960125558
290,0.9349534333299457
291,0.9478272099791042
292,1.127274377057523
293,1.2684644155056228
294,0.8853004250963988
295,0.9633844883030931
296,1.0455201701074257
297,1.0096851228879435
298,1.127075663424504
299,1.0294212555883926
300,0.8745521925108751
301,0.7619173244079034
302,0.9204977841228025
303,1.007017418671519
304,1.05665463804344
305,1.0389809079992862
306,1.0088258208435483
307,1.0171359131670292
308,1.0059192314832086
309,1.0537430255482405
310,1.0441544249169992
311,1.0282630255851248
312,1.0908656808696247
313,0.8975903017569793
314,1.0113697625668925
315,1.0209021528502054
316,0.8901944943773267
317,1.1320289447931615
318,0.9584040411507593
319,0.9126712801735262
320,0.8808928821075593
321,1.1064191733199042
322,1.0946376065836567
323,1.1236611062374064
324,1.1520179681483165
325,1.0511586314897308
326,0.9776014663181638
327,0.8560649370268079
328,0.9348732099350385
329,1.0605979648132806
330,1.1087709883676746
331,0.9369984894098298
332,1.0158850162313533
333,0.8649077429179644
334,1.04346824472405
335,0.9627953917415172
336,0.8448953581684178
337,1.021966805973932
338,0.9777437238349569
339,0.917402022742167
340,1.0295964711402632
341,0.9857968157761247
342,1.0202173457289039
343,0.9451424267145622
344,1.08370432579577
345,1.076805131843022
346,0.892399018689549
347,0.9935578762754658
348,1.0502476693833196
349,1.0164604128620678
350,0.8773539628453311
351,0.9406883003386697
352,0.9178435093571778
353,1.0126873795819176
354,1.0915543285103597
355,1.118517119366607
356,0.9384752067500624
357,0.7803846808040916
358,1.1338311541786243
359,0.9723991230373061
360,0.9931035648473356
361,0.9361466312383007
362,0.9803909102839763
363,1.0702691738088745
364,0.9805348881977172
365,1.1493005579113684
366,1.2440334077064765
367,0.8656726959362422
368,1.00250638570159
369,1.0853380096696796
370,1.016771558532553
371,0.8630552637089383
372,0.8813871694189026
373,1.0056377457824182
374,1.2062510069449122
375,0.8858161953126147
376,1.1002157013069758
377,1.0471477592893355
378,0.9065770727137615
379,0.9847402036718256
380,0.9583017162863762
381,1.216455847327034
382,0.9948456233175917
383,1.0392530212467452
384,1.0202155119489318
385,0.9159006206815876
386,0.9914626876634585
387,1.0660142495026708
388,1.0750610081534093
389,0.9064678665791965
390,1.0706670986723719
391,1.112796919933489
392,1.0600167671362217
393,0.967553545630741
394,0.9193227349384295
395,1.1532857867125554
396,1.0322247796990618
397,0.965366973047987
398,0.9985542595833571
399,1.055809951654163
400,1.0664087337755461
401,0.9878764373745452
402,0.9099429521593149
403,1.059933109933855
404,1.155955728797293
405,1.1016397721785982
406,0.9327983011118338
407,1.0101472561957416
408,1.0056832302080563
409,1.0546860969597318
410,0.9570501533328819
411,1.075781808348933
412,1.1570858419213783
413,0.9313490459242451
414,0.860536686984203
415,1.0258797760457106
416,1.063346780133791
417,0.9597656080827442
418,0.8999132917498822
419,1.0339861904516376
420,1.0265047202883764
421,0.9748198854600437
422,0.915479762409979
423,0.884416458674442
424,1.0662065414781354
425,1.0902884995074484
426,0.9490579248183284
427,0.9736045673709416
428,0.9158313031620645
429,1.0926386361708595
430,0.953854620136261
431,1.1247692143654955
432,0.9352561683972774
433,0.9947431697308584
434,0.8286207145923324
435,0.786579341050381
436,0.9971433532545984
437,1.144344938449639
438,1.0497669036201558
439,0.840096316190377
440,0.9785709992994355
441,0.8260295169140146
442,0.9099849822050916
443,0.8966189382717127
444,1.056646174404157
445,1.0440495403618872
446,1.0065008540742317
447,1.005182210890816
448,0.9256620776386283
449,1.0051544763730729
450,1.0063048865264281
451,1.001490948536485
452,0.8620831034808618
453,1.0141347363313997
454,1.05068860264038
455,1.0473632959351908
456,1.139011339427175
457,1.0505903975649873
458,1.003327319516181
459,0.9662995362574867
460,0.9848220265802492
461,1.006916138362291
462,1.0315446383981601
463,1.003284030977271
464,0.936257677635399
465,1.1341697849174377
466,0.8650492702187581
467,0.804828676177241
468,0.9522982662637905
469,1.275634172229251
470,1.0078792444487852
471,1.102655312629491
472,1.0331140584600653
473,1.0667474873817253
474,0.9507859862327399
475,1.2074087012471686
476,0.8426372564470128
477,1.0153278546225937
478,0.9422268888916109
479,1.0545262218445821
480,1.0169051966516913
481,0.8834839624770596
482,1.02912944978275
483,0.9736254800847215
484,0.939663542604703
485,1.072114582279422
486,0.9495564678973575
487,1.0211480573876088
488,1.0753698410366226
489,0.8839388370692695
490,0.9865939279191945
491,1.0019549012333002
492,0.8679233876644651
493,1.079560330081874
494,1.1188201803361806
495,1.0318216860797889
496,1.005917713943472
497,0.8542325682127344
498,1.1385434163957597
499,0.96920657288821
500,1.0446235037380591
501,0.9854939465599818
502,1.056303998947091
503,1.005887202874907
504,0.9689322924461935
505,0.9067583326362509
506,0.912349978752644
507,1.1133158958306113
508,1.3275058720193667
509,0.9179515303072563
510,1.0239959819616837
511,0.867219211439418
512,0.8623980983852912
513,1.0215442406774033
514,0.9616200595556452
515,0.9155941790641805
516,0.9165584695786021
517,1.0059121957358348
518,0.9551511000932219
519,0.9216190812915769
520,0.9772136281474452
521,0.8990826396623914
522,1.170484806164563
523,0.9708161213473702
524,1.0163833218368707
525,0.8723024526777675
526,1.0378550176470953
527,1.1970215161349356
528,1.062204315358362
529,1.0333803658180267
530,0.9693444515128659
531,0.8867423003098249
532,1.151308106893553
533,0.9973626917648969
534,1.0727931960287767
535,1.1388494310956963
536,1.0796644728336464
537,0.9704693122395629
538,0.9420212561041116
539,1.1301144609278821
540,1.1522284814867556
541,1.007484209444909
542,1.0412375397712998
543,1.1456613925527646
544,0.8858413028961059
545,0.9241383408115513
546,0.9910755839489772
547,1.1082800909743178
548,1.059496906863075
549,1.1013899807254859
550,0.940066389426982
551,0.9965128384140288
552,0.8972823581731056
553,0.931743482668576
554,1.089254492426072
555,1.0509228739542564
556,1.1066305538704586
557,1.0374280025901153
558,1.0071106868399637
559,0.9271939610536425
560,0.9806790316532585
561,0.89341032024274
562,1.1876112935501475
563,1.0896701057172289
564,0.9823591341783063
565,1.0133651351981758
566,1.0364963191152194
567,0.9078735033115747
568,1.1458316284674888
569,0.8736320316833508
570,1.0219602617997727
571,1.031520964512094
572,0.9344789184229626
573,1.0610993061800442
574,1.0513423499232977
575,0.9818234035389829
576,1.0819548123707852
577,1.0218143370546988
578,0.988325907490092
579,1.1677678245296614
580,0.9484954283227187
581,0.8718044501624653
582,0.9597191182836805
583,1.048578283761797
584,0.92646033106747
585,0.8733982878809136
586,0.8858149725447441
587,1.0427744991131607
588,1.0098624318926823
589,0.9416414820967266
590,0.8801001349232292
591,0.9368810597118882
592,1.1596427085785477
593,0.8947170086073738
594,1.0623053641957665
595,0.9620457317304779
596,0.9502503112724636
597,1.064940833685756
598,1.10962935927294
599,1.076389873467427
600,0.9360332865447331
601,1.0278483311004556
602,0.9713385348115003
603,1.064938762556864
604,0.926445956183122
605,1.0832509139277307
606,0.973883535119778
607,0.9714111046621985
608,0.8801524287315234
609,1.0997100146371028
610,1.0479573319088666
611,1.0406458956111058
612,0.7870363586913339
613,0.9894379967449908
614,0.9251736877501537
615,0.9394268227575554
616,1.1159027128851853
617,1.1385688511197105
618,1.1253744619016637
619,1.1573280483875612
620,0.9409651763626524
621,1.0491906550819292
622,1.05518830945726
623,0.9761930077003563
624,1.3070585787120452
625,0.9838644759354364
