alpha,w_mean,w_std,v_mean,v_std,tau_mean,tau_std,cv_bs_mean,cv_bs_std,gamma_mean,gamma_std,cv_loss_mean,cv_loss_std,corr_mean,corr_std
5.0,0.10043140472601758,0.009849452893179744,0.20297251311609393,0.01121709287854307,0.3903238430923138,3.752205345890806e-05,0.2604508392060823,0.0049307940667272605,0.022580578053528765,0.0005839622807229584,0.6573047157706177,0.012921472168303229,0.6012992933082923,0.05897717016242706
4.95,0.10128083686087926,0.009932729041522691,0.2046887254952819,0.011312160583105666,0.3936403947602331,3.879727020123688e-05,0.26062246983039083,0.0049699038154163416,0.022964098818034594,0.0005938513397109566,0.6572056545633894,0.013040466912448383,0.6012992941664463,0.058977170431735455
4.9,0.10214485349356126,0.01001743404487321,0.20643438820594606,0.011408867165038092,0.3970144097427469,4.012716630372952e-05,0.260798095387859,0.005009622030430331,0.02335751574525031,0.0006039943233056092,0.6571081577160162,0.013161651387302744,0.6012992950755368,0.058977170716813125
4.8500000000000005,0.1030238366812642,0.010103605292728508,0.20821027204463827,0.011507255836198776,0.4004474155379314,4.1514582867092966e-05,0.26097783683890685,0.005049962639076744,0.023761174060973653,0.0006144000253460677,0.6570123432337206,0.01328508616161495,0.6012992960390469,0.058977171018721734
4.800000000000001,0.10391818207974182,0.010191281503314666,0.2100171752086419,0.01160737136080207,0.40394099515439874,4.296253499610281e-05,0.2611618196458808,0.0050909399856230424,0.024175434271195666,0.0006250776250036638,0.6569183356977788,0.01341083404996929,0.6012992970607297,0.05897717133860401
4.750000000000001,0.10482829956076185,0.010280502783796695,0.21185592453816582,0.011709260126765863,0.40749678970074127,4.447422411157247e-05,0.261350173971701,0.0051325688466326526,0.02460067298667966,0.0006360367073036661,0.656826266653714,0.013538960217797947,0.6012992981446322,0.05897717167769016
4.700000000000001,0.10575461386393885,0.010371310693831553,0.21372737682755763,0.011812970221090197,0.4111165011238886,4.605305125382209e-05,0.26154303488866004,0.005174864446970412,0.02503728380032875,0.0006472872849391986,0.6567362750250634,0.013669532292358934,0.6012992992951205,0.058977172037306236
4.650000000000001,0.10669756528522167,0.010463748312686703,0.2156324202101105,0.01191855150954068,0.41480189510665005,4.770263146524915e-05,0.2617405425979656,0.005217842476511518,0.025485678221271964,0.0006588398214716026,0.6566485075546008,0.013802620480078256,0.6012993005169092,0.05897717241888163
4.600000000000001,0.10765761040449401,0.010557860310161078,0.2175719756213914,0.012026055720928006,0.4185548041355236,4.942680935524317e-05,0.2619428426606572,0.005261519107589692,0.025946286669934163,0.0006707052560193574,0.656563119275076,0.013938297690692616,0.6012993018150905,0.05897717282395858
4.550000000000002,0.10863522285494075,0.010653693021566801,0.2195469983464021,0.012135536536303419,0.422377130750767,5.122967595175039e-05,0.26215008624057173,0.005305911013223405,0.026419559538722125,0.0006828950295462613,0.6564802740116912,0.014076639668655338,0.6012993031951711,0.058977173254201924
4.500000000000002,0.1096308941370413,0.01075129452704845,0.2215584796563034,0.012247049683411825,0.4262708509917201,5.311558696186059e-05,0.26236243036007534,0.005351035386160452,0.026905968323362676,0.0006954211128689788,0.6564001449187334,0.014217725132313617,0.6012993046631071,0.05897717371141038
4.450000000000002,0.11064513448028172,0.010850714735539732,0.2236074485408986,0.012360653036774034,0.43023801805144485,5.5089182573454836e-05,0.26258003816932984,0.005396909958784766,0.027406006830371515,0.0007082960365143449,0.6563229150529826,0.01436163592139979,0.601299306225347,0.05897717419752794
4.400000000000002,0.1116784737559268,0.010952005473680889,0.22569497354356283,0.01247640672379959,0.43428076615594713,5.7155408944692614e-05,0.26280307922991186,0.005443553023929704,0.02792019246661894,0.000721532922568117,0.6562487779867467,0.014508457153426474,0.6012993078888771,0.058977174714657334
4.350000000000002,0.11273146244446951,0.011055220580047329,0.22782216470585856,0.012594373237365997,0.43840131468454335,5.931954154229385e-05,0.2630317298136622,0.005490983456649079,0.028449067617493967,0.0007351455186692577,0.656177938463619,0.014658277389624599,0.6012993096612711,0.058977175265074996
4.3000000000000025,0.11380467266173634,0.011160416005053945,0.22999017562956964,0.012714617555329861,0.4426019725491717,6.158721051017898e-05,0.26326617321769713,0.005539220736994115,0.028993201120760415,0.0007491482343174381,0.6561106131002767,0.014811188811109377,0.601299311550746,0.058977175851246476
4.250000000000003,0.11489869924746163,0.011267649917043512,0.23220020566534277,0.012837207267527951,0.4468851428535667,6.396442825340748e-05,0.26350660009662275,0.005588284973861493,0.029553189843848776,0.0007635561796764525,0.6560470311383503,0.014967287406066131,0.6012993135662238,0.05897717647584419
4.200000000000003,0.11601416092213201,0.011376982814733117,0.23445350223522055,0.012962212710698352,0.45125332784990235,6.645761949756936e-05,0.26375320881291603,0.005638196929947131,0.030129660373048463,0.0007783852070726798,0.6559874352493732,0.015126673168652262,0.6012993157173989,0.058977177141766896
4.150000000000003,0.11715170151530892,0.011488477646908699,0.23675136330194768,0.013089707112119014,0.4557091342216776,6.907365400653606e-05,0.2640062058067904,0.005688978047904239,0.030723270823859124,0.0007936519554059307,0.6559320823986673,0.015289450310678606,0.6012993180148137,0.05897717785216156
4.100000000000003,0.1183119912723945,0.011602199939545919,0.239095139993456,0.013219766742460063,0.46025527871345034,7.181988228377658e-05,0.26426580598663724,0.00574065047774184,0.03133471278264097,0.0008093738977100215,0.6558812447716531,0.01545572748687805,0.6012993204699414,0.05897717861044618
4.050000000000003,0.11949572824503507,0.011718217931090328,0.2414862393955007,0.013352471078645761,0.4648945941373173,7.470417453463977e-05,0.2645322331414333,0.005793237105549756,0.03196471339067793,0.0008255693921225455,0.655835210768402,0.01562561803488339,0.6012993230952781,0.058977179420337124
4.0000000000000036,0.1207036397717454,0.011836602716487708,0.24392612752508755,0.01348790297749592,0.4696300357859497,7.773496323176002e-05,0.2648057203765226,0.00584676158362403,0.03261403758284992,0.0008422577365477603,0.6557942860720053,0.0157992402310374,0.6012993259044471,0.05897718028587744
3.9500000000000037,0.12193648405577209,0.011957428400641365,0.24641633249871778,0.013626148861004453,0.4744646882853156,8.092128965864873e-05,0.2650865105743009,0.0059012483620732685,0.033283490494310286,0.0008594592273235394,0.6557587947969994,0.01597671756328503,0.6012993289123103,0.058977181211469235
3.900000000000004,0.12319505184785286,0.012080772262036675,0.24895844791076285,0.013767298914192485,0.47940177292338926,8.427285485234556e-05,0.2653748568814435,0.005956722721995545,0.033973920049900984,0.0008771952222333181,0.6557290807246985,0.016158179022504483,0.6012993321350971,0.058977182201909784
3.850000000000004,0.12448016824223915,0.012206714927341456,0.25155413643868746,0.013911447296563509,0.4844446554946764,8.780007541263509e-05,0.265671023224448,0.006013210810318604,0.034686219752523166,0.0008954882082371566,0.6557055086329342,0.016343759413764414,0.601299335590545,0.05897718326243075
3.8000000000000043,0.12579269459513168,0.012335340557864836,0.25420513369340286,0.014058692368286056,0.4895968547043067,9.151414470290011e-05,0.26597528485539024,0.006070739676404137,0.03542133168833865,0.0009143618743329158,0.6556884657284553,0.016533599689136733,0.6012993392980573,0.05897718439874234
3.7500000000000044,0.12713353057554955,0.01246673704884158,0.25691325233477114,0.014209136932338167,0.4948620511798072,9.542710003240558e-05,0.26628792892995096,0.0061293373105259725,0.036180249768526684,0.0009338411899995656,0.6556783631910423,0.01672784730384498,0.6012993432788795,0.05897718561708285
3.7000000000000046,0.12850361635961358,0.012600996242602008,0.25968038647418995,0.014362888493972098,0.5002440971435554,9.955189647769967e-05,0.2666092551199237,0.006189032684337218,0.03696402322938733,0.0009539524897201775,0.6556756378393227,0.016926656597706702,0.6012993475562949,0.058977186924272854
3.650000000000005,0.12990393498030156,0.012738214156788993,0.26250851638833267,0.014520059538991404,0.5057470268043316,0.00010390248808636253,0.26693957626259696,0.006249855793453894,0.037773760414896454,0.0009747235641330292,0.6556807539292763,0.017130189204015513,0.6012993521558463,0.05897718832777625
3.600000000000005,0.13133551484591766,0.012878491228900089,0.26539971357049064,0.014680767832486213,0.5113750675324996,0.00010849391729553053,0.2672792190495927,0.006311837702288814,0.0386106328684101,0.0009961837584158576,0.6556942050975563,0.017338614488229737,0.6012993571055815,0.058977189835768606
3.550000000000005,0.13279943244185502,0.013021932578557806,0.26835614614860664,0.014845136739839886,0.5171326518901563,0.00011334241350743539,0.2676285247579584,0.006375010591284556,0.03947587976312637,0.0010183640785716565,0.6557165164630223,0.01755211001906292,0.6012993624363295,0.058977191457212925
3.5000000000000053,0.13429681523170311,0.013168648289056102,0.2713800847020448,0.015013295572013058,0.5230244305952421,0.00011846550187889825,0.2679878500265407,0.006439407806701807,0.040370812704185556,0.0010412973063551152,0.6557482469012902,0.017770862074851002,0.6012993681820142,0.05897719320194462
3.4500000000000055,0.13582884477541785,0.013318753709887424,0.27447390851244285,0.015185379957320704,0.5290552865072158,0.00012388212352520994,0.2683575676809217,0.006505063913136808,0.04129682093897272,0.0010650181236581966,0.6557899915086997,0.017995066188358628,0.6012993743800004,0.05897719508076727
3.4000000000000057,0.13739676008411858,0.013472369782133984,0.27764011228767804,0.01536153224215929,0.5352303497315869,0.00012961276849223768,0.26873806761048535,0.006572014748952796,0.0422553770163418,0.0010895632472620509,0.6558423842738739,0.018224927733527903,0.6012993810714891,0.05897719710555876
3.350000000000006,0.13900186123316155,0.013629623388806557,0.2808813134021253,0.015541901923409762,0.5415550139515221,0.00013567962303108708,0.2691297577014785,0.006640297484829056,0.04324804294017375,0.0011149715749625153,0.6559061009770497,0.018460662558046823,0.6012993883019622,0.05897719928939194
3.300000000000006,0.14064551325747077,0.013790647732435208,0.28420025970103274,0.01572664611554276,0.5480349541070947,0.0001421067329218232,0.2695330648302898,0.006709950685647411,0.0442764768679909,0.0011412843441884917,0.6559818623396044,0.018702497666035295,0.6012993961216825,0.05897720164666871
3.250000000000006,0.14232915035573637,0.013955582742471797,0.28759983792206223,0.015915930055799072,0.554676145556729,0.00014892018482240627,0.2699484359215254,0.006781014375956418,0.04534244041136904,0.001168545304359033,0.656070437448751,0.01895067195562469,0.6012994045862621,0.05897720419327224
3.2000000000000064,0.1440542804330511,0.014124575515343919,0.29108308279294187,0.016109927651201634,0.5614848848712368,0.0001561483079012007,0.27037633907589553,0.006853530109276749,0.046447806601723665,0.0011968009043675676,0.6561726474852299,0.01920543701674285,0.601299413757303,0.05897720694673767
3.1500000000000066,0.14582249001495584,0.014297780790306375,0.29465318687073044,0.0163088220715866,0.5684678124287005,0.00016382189833261538,0.2708172647733696,0.006927541041532054,0.047594568592821636,0.0012261004967426465,0.6562893697850248,0.019467057995011878,0.6012994237031275,0.05897720992644502
3.1000000000000068,0.1476354495691957,0.01447536146470871,0.2983135111964374,0.016512806393401646,0.575631937000345,0.00017197446955917025,0.2712717271576279,0.007003092008930384,0.04878484918023236,0.001256496560217003,0.6564215422702001,0.019735814528413456,0.6012994344996045,0.058977213153837145
