-8.098761139250850052013	2.591043713847081473502E-29
-7.41158253148546880944	8.5440569637755107739E-25
-6.840237305249355417846	2.5675933654116696605E-21
-6.328255351220081955657	1.98918101211650248562E-18
-5.854095056030400108043	6.00835878949081669031E-16
-5.4066542479701276084	8.8057076452161322566E-14
-4.979260978545255871627	7.15652805269031870836E-12
-4.567502072844394855169	3.5256207913654119029E-10
-4.168257066832500201536	1.121236083227581017452E-8
-3.779206753435223493119	2.41114416367052344179E-7
-3.398558265859628346294	3.6315761506930235118E-6
-3.024879883901284437677	3.93693398109249277043E-5
-2.656995998442895794981	3.13853594541331475647E-4
-2.293917141875083421885	0.001871496829597952779484
-1.934791472282295793298	0.00846088800825813243994
-1.578869894931613886259	0.0293125655361723698457
-1.225480109046289030949	0.07847460586540439130889
-0.8740066123570880774379	0.163378732713271457082
-0.5238747138322771926149	0.2657282518773770761428
-0.174537214597582383489	0.3386432774255892182024
0.1745372145975823834895	0.3386432774255892182024
0.523874713832277192615	0.2657282518773770761428
0.8740066123570880774379	0.163378732713271457082
1.225480109046289030949	0.0784746058654043913089
1.578869894931613886259	0.0293125655361723698457
1.934791472282295793298	0.00846088800825813243994
2.293917141875083421885	0.001871496829597952779484
2.656995998442895794981	3.13853594541331475647E-4
3.024879883901284437677	3.93693398109249277043E-5
3.398558265859628346294	3.631576150693023511842E-6
3.779206753435223493119	2.41114416367052344179E-7
4.168257066832500201536	1.12123608322758101745E-8
4.567502072844394855169	3.52562079136541190292E-10
4.979260978545255871627	7.1565280526903187084E-12
5.4066542479701276084	8.8057076452161322566E-14
5.85409505603040010804	6.00835878949081669031E-16
6.328255351220081955657	1.98918101211650248562E-18
6.840237305249355417846	2.5675933654116696605E-21
7.41158253148546880944	8.5440569637755107739E-25
8.098761139250850052013	2.5910437138470814735E-29
