alpha,w_mean,w_std,v_mean,v_std,tau_mean,tau_std,gamma_mean,gamma_std,corr_mean,corr_std
5.0,0.07412839523914443,0.0061119207704358105,0.07296758439983647,0.0024597741479350484,0.07755006794770593,0.00031716738767001564,0.009263597759639171,0.0007317682269450208,-0.2500192115473749,0.05088792138277927
4.95,0.07482336945080609,0.00616737918787539,0.07364532138833303,0.002480854715079442,0.07825862864735211,0.0003229170119579112,0.009437424783774599,0.0007451892132443953,-0.2500217297365091,0.050890709935580924
4.9,0.07553150587543446,0.00622385398950048,0.07433577954134601,0.0025023007593174703,0.07898026617275604,0.00032882459213592164,0.009616193478670182,0.0007589833986357324,-0.25002429977641705,0.05089355739017806
4.8500000000000005,0.07625318223111582,0.006281373404177282,0.07503932078931054,0.002524121901156044,0.07971534617159408,0.00033489597352565943,0.009800093051339522,0.0007731647720876525,-0.25002692324595854,0.05089646559734109
4.800000000000001,0.07698879084003983,0.006339966712687,0.0757563209381972,0.0025463281031710794,0.08046424806234226,0.00034113727460917794,0.009989321857159476,0.0007877479846008045,-0.2500296018361892,0.050899436463849666
4.750000000000001,0.07773873933296165,0.006399664304374709,0.07648717034150503,0.0025689296853965674,0.0812273656892547,0.00034755490250426514,0.010184087934892087,0.0008027483883266415,-0.25003233722498897,0.050902471946778244
4.700000000000001,0.07850345141314001,0.006460497727723983,0.0772322746119345,0.002591937341604959,0.08200510801511036,0.0003541555694663451,0.01038460958130641,0.0008181820769923641,-0.25003513121073856,0.050905574129530076
4.650000000000001,0.07928336765364342,0.006522499743093454,0.0779920553751427,0.0026153621564606786,0.08279789985432155,0.0003609463105432782,0.010591115963995583,0.0008340659287753263,-0.2500379856855869,0.050908745175283876
4.600000000000001,0.0800789463452233,0.0065857043872302274,0.0787669510687577,0.0026392156236575517,0.08360618264915796,0.0003679345023286289,0.010803847777880498,0.0008504176538134885,-0.2500409026158071,0.05091198732519249
4.550000000000002,0.08089066439736504,0.0066501470324160355,0.07955741778967325,0.0026635096650685047,0.08443041529200539,0.00037512788313710945,0.011023057948567458,0.0008672558432978904,-0.25004388406373257,0.050915302906567206
4.500000000000002,0.08171901829077578,0.006715864455557997,0.08036393019326336,0.00268825665094306,0.08527107499708583,0.00038253457450383407,0.011249012385743908,0.0008846000231208346,-0.25004693213359425,0.050918694391155435
4.450000000000002,0.0825645250973203,0.0067828949067693664,0.0811869824481934,0.00271346942133152,0.08612865822491605,0.0003901631041861097,0.011481990792602948,0.0009024707106248838,-0.2500500490645396,0.050922164329560544
4.400000000000002,0.08342772355723373,0.006851278181322337,0.08202708925078203,0.0027391613088333373,0.08700368166339549,0.0003980224308270963,0.011722287533602181,0.0009208894756148204,-0.2500532371828063,0.0509257153635455
4.350000000000002,0.08430917522706313,0.006921055705650344,0.08288478690344743,0.0027653461624217194,0.08789668326959302,0.0004061219703688577,0.011970212567147887,0.000939879006654203,-0.25005649891921927,0.050929350296728786
4.3000000000000025,0.08520946570229078,0.0069922706177201486,0.08376063446193097,0.002792038372953846,0.0888082233766613,0.00041447162437809574,0.012226092448280183,0.0009594631811436364,-0.25005983682043503,0.0509330720289233
